# Sectional load Fz of component: Wing__01
# n_sec : 56 ; n_time : 61. Next lines: y_cen , y_span
  0.310714285714286E-001  0.332142857142857E-001  0.353571428571429E-001  0.375000000000000E-001  0.396428571428571E-001  0.417857142857143E-001  0.439285714285714E-001  0.460714285714286E-001  0.482142857142857E-001  0.503571428571429E-001  0.525000000000000E-001  0.546428571428571E-001  0.567857142857143E-001  0.589285714285714E-001  0.610714285714286E-001  0.632142857142857E-001  0.653571428571428E-001  0.675000000000000E-001  0.696428571428571E-001  0.717857142857143E-001  0.739285714285714E-001  0.760714285714286E-001  0.782142857142857E-001  0.803571428571428E-001  0.825000000000000E-001  0.846428571428571E-001  0.867857142857143E-001  0.889285714285714E-001  0.910714285714286E-001  0.932142857142857E-001  0.953571428571428E-001  0.975000000000000E-001  0.996428571428571E-001  0.101785714285714E+000  0.103928571428571E+000  0.106071428571429E+000  0.108214285714286E+000  0.110357142857143E+000  0.112500000000000E+000  0.114642857142857E+000  0.116785714285714E+000  0.118928571428571E+000  0.121071428571429E+000  0.123214285714286E+000  0.125357142857143E+000  0.127500000000000E+000  0.129642857142857E+000  0.131785714285714E+000  0.133928571428571E+000  0.136071428571429E+000  0.138214285714286E+000  0.140357142857143E+000  0.142500000000000E+000  0.144642857142857E+000  0.146785714285714E+000  0.148928571428571E+000
  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285715E-002  0.214285714285713E-002  0.214285714285715E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285717E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285717E-002  0.214285714285714E-002  0.214285714285714E-002  0.214285714285714E-002
# t , sec(n_sec) , ref_mat(9) , ref_off(3) 
  0.600000000000000E-001  0.224903283716972E+001  0.364290151784814E+001  0.490028362364653E+001  0.613172586989212E+001  0.737942316626250E+001  0.866792539533415E+001  0.100159672697282E+002  0.113815071112274E+002  0.127614045330908E+002  0.141602096361514E+002  0.155690812545877E+002  0.170115482980309E+002  0.184323648219180E+002  0.198241448211394E+002  0.211953228331317E+002  0.225017805921826E+002  0.237918322545704E+002  0.250529056466865E+002  0.262745278798260E+002  0.274532389556128E+002  0.285851220894355E+002  0.296807344958828E+002  0.307214649394689E+002  0.317513611459352E+002  0.327587357564140E+002  0.337364415563687E+002  0.346776042864477E+002  0.355755903615215E+002  0.364250536483021E+002  0.372366396523950E+002  0.380238547206194E+002  0.387793827335645E+002  0.395013900084028E+002  0.401913329520671E+002  0.408525846921100E+002  0.414870084743237E+002  0.421502980050380E+002  0.428503749359227E+002  0.435851254207046E+002  0.443580539984416E+002  0.451704040472499E+002  0.460155657949933E+002  0.468473018792609E+002  0.476500815139372E+002  0.483161041122986E+002  0.486975794640498E+002  0.487376586884797E+002  0.483717808786968E+002  0.475363368324714E+002  0.461720848245888E+002  0.442895051447728E+002  0.417694755329490E+002  0.384633842026978E+002  0.341374718967008E+002  0.283347776473067E+002  0.197348604034569E+002  0.134641020734022E-004 -0.999999999909359E+000  0.000000000000000E+000  0.999999999909359E+000  0.134641020734022E-004  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.602000000000000E-001  0.225130598809562E+001  0.364633404461261E+001  0.490481522861861E+001  0.613702366349272E+001  0.738530367963196E+001  0.867421776755308E+001  0.100224937169165E+002  0.113887283440115E+002  0.127688029963747E+002  0.141665957142749E+002  0.155739714391052E+002  0.170198010907941E+002  0.184439159112718E+002  0.198380880467029E+002  0.212112517414037E+002  0.225194072819427E+002  0.238110562781975E+002  0.250737172561938E+002  0.262969155534578E+002  0.274772045650068E+002  0.286107574487206E+002  0.297081001373318E+002  0.307505599765284E+002  0.317823017922206E+002  0.327916009962522E+002  0.337715585573862E+002  0.347152680125271E+002  0.356161238337627E+002  0.364687369738032E+002  0.372836669523469E+002  0.380745313894249E+002  0.388340033591389E+002  0.395602054144904E+002  0.402545049266385E+002  0.409201266790221E+002  0.415586814161613E+002  0.422250973644691E+002  0.429268249990701E+002  0.436609518054086E+002  0.444301572048173E+002  0.452354601228808E+002  0.460686446195459E+002  0.468862601065513E+002  0.476746957366280E+002  0.483301968187243E+002  0.487053847610626E+002  0.487434989047989E+002  0.483799700803184E+002  0.475498319638368E+002  0.461921186907936E+002  0.443153714997870E+002  0.417993809500725E+002  0.384953853856319E+002  0.341687206426475E+002  0.283619759609097E+002  0.197544635200225E+002  0.104541898236908E+000 -0.994520483204355E+000  0.000000000000000E+000  0.994520483204355E+000  0.104541898236908E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.604000000000000E-001  0.225320927189521E+001  0.364922484648538E+001  0.490870009059133E+001  0.614157288469478E+001  0.739038115699429E+001  0.867970891060633E+001  0.100282110479129E+002  0.113950724391795E+002  0.127753931127803E+002  0.141725299629603E+002  0.155801770856249E+002  0.170272701452374E+002  0.184539075188000E+002  0.198498488146354E+002  0.212244620344540E+002  0.225337808421491E+002  0.238264104546134E+002  0.250899128911780E+002  0.263138124907632E+002  0.274947178596313E+002  0.286288319921755E+002  0.297266683958259E+002  0.307694535251482E+002  0.318013884094925E+002  0.328107127832354E+002  0.337905596428510E+002  0.347339556266686E+002  0.356342341765383E+002  0.364859449942902E+002  0.372994569060599E+002  0.380882785115559E+002  0.388449163263708E+002  0.395672835639553E+002  0.402565059422623E+002  0.409155660795349E+002  0.415459889196604E+002  0.422023718918702E+002  0.428924197908407E+002  0.436140351491497E+002  0.443715469018338E+002  0.451682521896676E+002  0.460016468839102E+002  0.468315483337084E+002  0.476460349620502E+002  0.483379177534129E+002  0.487510067028551E+002  0.488226351691486E+002  0.484832739419305E+002  0.476659039623556E+002  0.463099285663846E+002  0.444255837403836E+002  0.419000125753674E+002  0.385860629400783E+002  0.342450707831703E+002  0.284200738294746E+002  0.197921358094667E+002  0.207924948476991E+000 -0.978144782637438E+000  0.000000000000000E+000  0.978144782637438E+000  0.207924948476991E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.606000000000000E-001  0.225383430144766E+001  0.364886012118005E+001  0.491068743951951E+001  0.614457586114104E+001  0.739406940554541E+001  0.868392741511642E+001  0.100327574258449E+002  0.114003324546709E+002  0.127811574288527E+002  0.141783480931212E+002  0.155888280403309E+002  0.170338189449532E+002  0.184613248685104E+002  0.198577058842559E+002  0.212325717500774E+002  0.225419246601418E+002  0.238343425410840E+002  0.250973633435699E+002  0.263205101874878E+002  0.275004735168698E+002  0.286334249148573E+002  0.297298800274354E+002  0.307710066922739E+002  0.318009207808986E+002  0.328078483355960E+002  0.337847327806454E+002  0.347245422477981E+002  0.356205132734235E+002  0.364671814356033E+002  0.372748513035297E+002  0.380568493572554E+002  0.388056305890448E+002  0.395191237051967E+002  0.401985905470679E+002  0.408473389829855E+002  0.414675473886182E+002  0.421151757190589E+002  0.427991670959272E+002  0.435191901345595E+002  0.442813018386960E+002  0.450897988514471E+002  0.459412181644542E+002  0.467939204005508E+002  0.476318196088028E+002  0.483424623871694E+002  0.487700508435150E+002  0.488523088448077E+002  0.485202998647597E+002  0.477077949688077E+002  0.463544249163067E+002  0.444703183795303E+002  0.419439739637609E+002  0.386284174062048E+002  0.342832430515066E+002  0.284510153487788E+002  0.198132083950338E+002  0.309029927519606E+000 -0.951052313964499E+000  0.000000000000000E+000  0.951052313964499E+000  0.309029927519606E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.608000000000000E-001  0.225589562072966E+001  0.365179554667123E+001  0.491517809855067E+001  0.615012417884556E+001  0.740045503377426E+001  0.869102226679751E+001  0.100403003754040E+002  0.114085455583907E+002  0.127897991092100E+002  0.141869703902714E+002  0.155999019440163E+002  0.170430072574056E+002  0.184712675554603E+002  0.198679663552962E+002  0.212429275845620E+002  0.225521477922660E+002  0.238441817389119E+002  0.251065383830311E+002  0.263287467149186E+002  0.275076465673916E+002  0.286393809974114E+002  0.297344657932474E+002  0.307740846046882E+002  0.318023087853112E+002  0.328074051990414E+002  0.337822210579366E+002  0.347197784204891E+002  0.356133644569440E+002  0.364576307145001E+002  0.372630750667101E+002  0.380430943704304E+002  0.387903399483290E+002  0.395029831081548E+002  0.401825589814263E+002  0.408326434402899E+002  0.414555872920760E+002  0.421076251004655E+002  0.427973868149824E+002  0.435240320791258E+002  0.442928649091389E+002  0.451074159279544E+002  0.459631700933911E+002  0.468182745731868E+002  0.476565169357781E+002  0.483659248187700E+002  0.487916197374987E+002  0.488721723642348E+002  0.485388350518396E+002  0.477255964010631E+002  0.463719927943250E+002  0.444877926726992E+002  0.419614406113053E+002  0.386457973052390E+002  0.342996352030233E+002  0.284649237813712E+002  0.198230668827770E+002  0.406749107108154E+000 -0.913539908195980E+000  0.000000000000000E+000  0.913539908195980E+000  0.406749107108154E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.610000000000000E-001  0.225890784854008E+001  0.365642463860442E+001  0.492135469474025E+001  0.615780636676388E+001  0.740957219517245E+001  0.870164493487549E+001  0.100530109121528E+002  0.114252983829068E+002  0.128113687104414E+002  0.142151186079056E+002  0.156460453425616E+002  0.170744725256913E+002  0.184987793762047E+002  0.198934063125559E+002  0.212668400439363E+002  0.225747540030575E+002  0.238656599015855E+002  0.251269533884470E+002  0.263480522252930E+002  0.275259473009196E+002  0.286567727674499E+002  0.297509858838983E+002  0.307898264645456E+002  0.318173865255360E+002  0.328219558396129E+002  0.337964489421501E+002  0.347339308902740E+002  0.356277540089375E+002  0.364726081295487E+002  0.372791014027904E+002  0.380606840857625E+002  0.388100482362736E+002  0.395253812713546E+002  0.402081951997938E+002  0.408619900668433E+002  0.414889224931754E+002  0.421449648874463E+002  0.428384055548695E+002  0.435678929859339E+002  0.443380715073532E+002  0.451517482357414E+002  0.460040216893049E+002  0.468524421338181E+002  0.476818329795957E+002  0.483824662418937E+002  0.488017379869941E+002  0.488792211174263E+002  0.485455970954067E+002  0.477336743029871E+002  0.463817305619425E+002  0.444985224962674E+002  0.419728599950151E+002  0.386577100394136E+002  0.343108472427830E+002  0.284740605547526E+002  0.198294085039779E+002  0.500011854545165E+000 -0.866018559451415E+000  0.000000000000000E+000  0.866018559451415E+000  0.500011854545165E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.612000000000000E-001  0.226197298669195E+001  0.366118113345677E+001  0.492763598491643E+001  0.616550044454063E+001  0.741852666875346E+001  0.871180164675123E+001  0.100643922189634E+002  0.114386057986248E+002  0.128263628015885E+002  0.142314405397824E+002  0.156636645082114E+002  0.170931181694639E+002  0.185184578956634E+002  0.199138363027050E+002  0.212877943630853E+002  0.225959955970453E+002  0.238870405747342E+002  0.251483338973129E+002  0.263693031027042E+002  0.275470263412374E+002  0.286776863573430E+002  0.297716866918783E+002  0.308103164074489E+002  0.318377014904742E+002  0.328421234834989E+002  0.338165588287324E+002  0.347540521596339E+002  0.356479425367950E+002  0.364928498109715E+002  0.372993450380503E+002  0.380808334921305E+002  0.388299147399993E+002  0.395446611868757E+002  0.402264502105799E+002  0.408786396383342E+002  0.415032563854057E+002  0.421561713169912E+002  0.428457833659720E+002  0.435711146437223E+002  0.443375942311917E+002  0.451492497213156E+002  0.460025202828692E+002  0.468561116077896E+002  0.476942409643884E+002  0.484044000341842E+002  0.488313569784334E+002  0.489132910315716E+002  0.485798852723716E+002  0.477647428945530E+002  0.464075017086493E+002  0.445179942004255E+002  0.419875433758773E+002  0.386693353573138E+002  0.343195983005713E+002  0.284798830207327E+002  0.198329299338835E+002  0.587796362778184E+000 -0.809008922018007E+000  0.000000000000000E+000  0.809008922018007E+000  0.587796362778184E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.614000000000000E-001  0.226519731998853E+001  0.366627010220055E+001  0.493436131101928E+001  0.617372552751084E+001  0.742805667451620E+001  0.872251824527116E+001  0.100762403464235E+002  0.114522635749404E+002  0.128415435563317E+002  0.142477168914814E+002  0.156808929551883E+002  0.171114363506455E+002  0.185377669415756E+002  0.199338292965553E+002  0.213082468817384E+002  0.226166810462962E+002  0.239078196035821E+002  0.251690768937632E+002  0.263898895879036E+002  0.275673913276248E+002  0.286978001079822E+002  0.297914610211477E+002  0.308296828021218E+002  0.318566005194517E+002  0.328604596963353E+002  0.338342709561247E+002  0.347710285739510E+002  0.356640317309477E+002  0.365078306304542E+002  0.373129745077121E+002  0.380928436613433E+002  0.388400150029611E+002  0.395525682196176E+002  0.402319382758405E+002  0.408816152391902E+002  0.415038463630640E+002  0.421549853307336E+002  0.428438609531964E+002  0.435699469804428E+002  0.443388939927010E+002  0.451544080712591E+002  0.460118726891199E+002  0.468679947698010E+002  0.477053455540473E+002  0.484108256535888E+002  0.488320058237108E+002  0.489094342319596E+002  0.485740727523206E+002  0.477596266973302E+002  0.464046352864660E+002  0.445176879114767E+002  0.419895594901324E+002  0.386733194931157E+002  0.343242584110680E+002  0.284838211958328E+002  0.198357116638193E+002  0.669140845541278E+000 -0.743135605948405E+000  0.000000000000000E+000  0.743135605948405E+000  0.669140845541278E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.616000000000000E-001  0.226869390066089E+001  0.367160857749109E+001  0.494127048241998E+001  0.618199162735778E+001  0.743746028464188E+001  0.873296243558404E+001  0.100875707515203E+002  0.114649289309110E+002  0.128553726072307E+002  0.142624564550551E+002  0.156966221497408E+002  0.171278407212127E+002  0.185549530745515E+002  0.199515358241018E+002  0.213263100564258E+002  0.226349086701822E+002  0.239260629539835E+002  0.251871847142808E+002  0.264077317953462E+002  0.275848800833632E+002  0.287148829821541E+002  0.298080479113485E+002  0.308457058331511E+002  0.318719972932667E+002  0.328751559325160E+002  0.338482281049691E+002  0.347841997417177E+002  0.356763782617872E+002  0.365193183667118E+002  0.373236091452567E+002  0.381026561454309E+002  0.388490580183428E+002  0.395609022157152E+002  0.402395952289303E+002  0.408885297121535E+002  0.415097468543473E+002  0.421592215654349E+002  0.428452021116675E+002  0.435664812299573E+002  0.443281710981269E+002  0.451340316468990E+002  0.459805119771505E+002  0.468274435230190E+002  0.476604459392409E+002  0.483685912815772E+002  0.487981188939897E+002  0.488865385404012E+002  0.485615965011665E+002  0.477547747716031E+002  0.464035166595434E+002  0.445196055474614E+002  0.419928141852637E+002  0.386773965065333E+002  0.343279908918102E+002  0.284862935462734E+002  0.198371434604217E+002  0.743154074895652E+000 -0.669120333696404E+000  0.000000000000000E+000  0.669120333696404E+000  0.743154074895652E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.618000000000000E-001  0.227169623528171E+001  0.367636773428265E+001  0.494750165680718E+001  0.618955361737120E+001  0.744618991941206E+001  0.874278643109356E+001  0.100983288613528E+002  0.114770864735664E+002  0.128687872704090E+002  0.142768721109965E+002  0.157120891763988E+002  0.171441060165633E+002  0.185721108387692E+002  0.199693351245444E+002  0.213445878901936E+002  0.226534757435484E+002  0.239447740851316E+002  0.252058919912102E+002  0.264263038363312E+002  0.276032145630933E+002  0.287329204672198E+002  0.298256984650545E+002  0.308628963518144E+002  0.318886744630465E+002  0.328912545702505E+002  0.338637433186306E+002  0.347991163494517E+002  0.356906862596227E+002  0.365329966678719E+002  0.373366305679647E+002  0.381149829423415E+002  0.388606160567266E+002  0.395715646564780E+002  0.402491709685343E+002  0.408967675730280E+002  0.415163673801047E+002  0.421639749009174E+002  0.428480044226318E+002  0.435675151706780E+002  0.443278909158614E+002  0.451329549594694E+002  0.459787904995991E+002  0.468242568689845E+002  0.476539157109752E+002  0.483561930103993E+002  0.487791975874432E+002  0.488618929958918E+002  0.485332648714121E+002  0.477253092061600E+002  0.463753837267645E+002  0.444940350006389E+002  0.419706461199176E+002  0.386588948368875E+002  0.343133836678450E+002  0.284755294585777E+002  0.198304544306034E+002  0.809025145717802E+000 -0.587774032767941E+000  0.000000000000000E+000  0.587774032767941E+000  0.809025145717802E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.100000000000000E+001  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
